Functional class,Parent Funcional class,Parent of parent Functional class,Economical class,Parent Economical class,Parent of parent Economical class,Date,Amount (1000 HUF)
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,21
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,36
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,2
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,180
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,24 - ebből korkedvezmény biztosítási járulék K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,9
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,2
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,1
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,6
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,50
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,34
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,1
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,15
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,1
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,204 - Ingatlanok felújítása K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,3
041237 - Közfoglalkoztatási mintaprogram,0412 - Általános munkaügyek,0411 - Általános gazdasági és kereskedelmi ügyek,207 - Felújítási célú előzetesen felszámított általános forgalmi adó K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,1
042180 - Állat-egészségügy,0421 - Mezőgazdaság,0412 - Általános munkaügyek,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,105
042180 - Állat-egészségügy,0421 - Mezőgazdaság,0412 - Általános munkaügyek,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,25
042180 - Állat-egészségügy,0421 - Mezőgazdaság,0412 - Általános munkaügyek,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,719
042180 - Állat-egészségügy,0421 - Mezőgazdaság,0412 - Általános munkaügyek,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,194
"045120 - Út, autópálya építése",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,1723
"045120 - Út, autópálya építése",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,288989
"045120 - Út, autópálya építése",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,78385
"045120 - Út, autópálya építése",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,9914
"045120 - Út, autópálya építése",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",196 - Ingatlanok beszerzése létesítése,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,125408
"045120 - Út, autópálya építése",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,23055
"045160 - Közutak, hidak, alagutak üzemeltetése, fenntartása",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,16200
"045160 - Közutak, hidak, alagutak üzemeltetése, fenntartása",0451 - Közúti közlekedés,"0443 - Építésügy, építőipar",49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,4374
"046040 - Hírügynökségi, információs szolgáltatás",0460 - Hírközlés,0455 - Csővezetékes és egyéb szállítás,47 - Reklám és propagandakiadások K,48 - Kiküldetések reklám és propagandakiadások,60 - Dologi kiadások,2014-04-16,2010
"046040 - Hírügynökségi, információs szolgáltatás",0460 - Hírközlés,0455 - Csővezetékes és egyéb szállítás,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,543
061030 - Lakáshoz jutást segítő támogatások,0610 - Lakásépítés,6 - Lakásépítés és kommunális létesítmények,249 - ebből háztartások K,245 - Felhalmozási célú visszatérítendő támogatások kölcsönök nyújtása államháztartáson kívülre,270 - Egyéb felhalmozási célú kiadások,2014-04-16,3200
061030 - Lakáshoz jutást segítő támogatások,0610 - Lakásépítés,6 - Lakásépítés és kommunális létesítmények,262 - ebből háztartások K,258 - Egyéb felhalmozási célú támogatások államháztartáson kívülre,270 - Egyéb felhalmozási célú kiadások,2014-04-16,2831
064010 - Közvilágítás,0640 - Közvilágítás,0630 - Vízellátás,196 - Ingatlanok beszerzése létesítése,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,48929
064010 - Közvilágítás,0640 - Közvilágítás,0630 - Vízellátás,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,9841
066010 - Zöldterület-kezelés,0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,549030
066010 - Zöldterület-kezelés,0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,148238
066010 - Zöldterület-kezelés,0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,504
066010 - Zöldterület-kezelés,0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",196 - Ingatlanok beszerzése létesítése,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,14992
066010 - Zöldterület-kezelés,0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,250
066010 - Zöldterület-kezelés,0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,3611
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,2670
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,649
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,8705
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,34696
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,156127
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,53189
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,42215
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",184 - ebből egyéb civil szervezetek K,181 - Egyéb működési célú támogatások államháztartáson kívülre,194 - Egyéb működési célú kiadások,2014-04-16,3500
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",188 - ebből önkormányzati többségi tulajdonú nem pénzügyi vállalkozások K,181 - Egyéb működési célú támogatások államháztartáson kívülre,194 - Egyéb működési célú kiadások,2014-04-16,183647
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",196 - Ingatlanok beszerzése létesítése,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,224508
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,11299
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",204 - Ingatlanok felújítása K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,165590
"066020 - Város-, községgazdálkodási egyéb szolgáltatások",0660 - Egyéb kommunális feladatok,"0650 - Lakás- és közműellátással, településfejlesztéssel kapcsolatos K+F",207 - Felújítási célú előzetesen felszámított általános forgalmi adó K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,44709
072111 - Háziorvosi alapellátás,0721 - Általános orvosi szolgáltatások,0713 - Gyógyászati segédeszközök,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,13365
