Level1,Level2,Level3,Total
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),490315
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),35327
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),529
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Végkielégítés K (5),1013
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),3794
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),41225
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),4659
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),3195
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),28330
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),3246
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),5190
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),145509
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből rehabilitációs hozzájárulás K (23),14950
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),7061
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),1498
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),7663
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),1903
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),96049
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),3180
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),786
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),67862
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),31364
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),10084
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),7126
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),9462
Dologi kiadások (60),48 - Kiküldetések reklám és propagandakiadások (48),Reklám és propagandakiadások K (47),525
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),49212
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Fizetendő általános forgalmi adó K (50),11587
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),2384
Költségvetési kiadások (271),194 - Egyéb működési célú kiadások (194),Elvonások és befizetések K (130),8488
Költségvetési kiadások (271),203 - Beruházások (203),Ingatlanok beszerzése létesítése (196),27888
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),567
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),7493
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),9706
Költségvetési kiadások (271),208 - Felújítások (208),Ingatlanok felújítása K (204),14891
Költségvetési kiadások (271),208 - Felújítások (208),Felújítási célú előzetesen felszámított általános forgalmi adó K (207),4020
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),49431
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),5171
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),2264
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),44
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),165
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),4920
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),134
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),60
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),16803
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),447
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),195
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),498
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),510
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),2137
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),172
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),691
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),7
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),37
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),2090
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),173
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),976
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),2388
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),3269
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),259
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),70
Ellátottak pénzbeli juttatásai (127),62 - Családi támogatások (62),ebből óvodáztatási támogatás Gyvt (72),160
Ellátottak pénzbeli juttatásai (127),62 - Családi támogatások (62),ebből az egyéb pénzbeli és természetbeni gyermekvédelmi támogatások K (73),16449
Ellátottak pénzbeli juttatásai (127),83 - Foglalkoztatással munkanélküliséggel kapcsolatos ellátások (83),ebből foglalkoztatást helyettesítő támogatás Szoctv (91),182921
Ellátottak pénzbeli juttatásai (127),103 - Egyéb nem intézményi ellátások (103),ebből rendszeres szociális segély Szoctv (118),79756
Ellátottak pénzbeli juttatásai (127),93 - Lakhatással kapcsolatos ellátások (93),ebből lakásfenntartási támogatás Szoctv (96),35798
Ellátottak pénzbeli juttatásai (127),93 - Lakhatással kapcsolatos ellátások (93),ebből adósságcsökkentési támogatás Szoctv (97),19434
Egyéb működési célú kiadások (194),181 - Egyéb működési célú támogatások államháztartáson kívülre (181),ebből egyéb civil szervezetek K (184),6000
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),9948
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),670
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),406
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),195
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),30
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),335
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),11086
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),2480
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),65
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),9
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),75
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),272
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),563
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),51
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),40
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),24
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),165
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),66
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),257
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),67
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),18
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),17072
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),1900
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),1366
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),184
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),265
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),515
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),819
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),5540
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),222
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),19
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),252
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),358
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),40
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),583
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),204541
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),107
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),41
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),5364
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),56993
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),122
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),76
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),21
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),77344
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),8650
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),482
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),5077
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),1069
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),278
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),5799
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),32867
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),1141
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),32189
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből rehabilitációs hozzájárulás K (23),4244
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),952
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),39
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),942
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),326
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),2635
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),2555
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),1522
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),1204
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),1510
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),9
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),1115
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),3405
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),1996
Dologi kiadások (60),48 - Kiküldetések reklám és propagandakiadások (48),Reklám és propagandakiadások K (47),202
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),4425
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),4766
Költségvetési kiadások (271),194 - Egyéb működési célú kiadások (194),Elvonások és befizetések K (130),1781
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),298
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),836
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),306
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),16
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),5220
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),1409
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),5
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),3
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),2
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),28
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),50
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),85
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),2960
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),342
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),67
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),1050
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),283
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),49966
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),7578
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),1443
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),3478
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),291
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),618
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),7166
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),49
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),763
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),17221
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből rehabilitációs hozzájárulás K (23),2580
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),576
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),264
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),575
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),100
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),2409
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),278
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),690
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),4898
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),13
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),2282
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),1121
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),890
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),2677
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Fizetendő általános forgalmi adó K (50),5
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),2767
Költségvetési kiadások (271),194 - Egyéb működési célú kiadások (194),Elvonások és befizetések K (130),290
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),24
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),429
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),122
Költségvetési kiadások (271),127 - Ellátottak pénzbeli juttatásai (127),Pénzbeli kárpótlások kártérítések K (74),34
Ellátottak pénzbeli juttatásai (127),103 - Egyéb nem intézményi ellátások (103),ebből egyéb az önkormányzat rendeletében megállapított juttatás K (120),64873
Ellátottak pénzbeli juttatásai (127),103 - Egyéb nem intézményi ellátások (103),ebből átmeneti segély Szoctv (122),69879
Ellátottak pénzbeli juttatásai (127),103 - Egyéb nem intézményi ellátások (103),ebből köztemetés Szoctv (123),8465
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Kamatkiadások (51),11479
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),886
Kiadások összesen (310),309 - Finanszírozási kiadások (309),Belföldi finanszírozás kiadásai (297),10318
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),4382
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),143
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),123
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),9
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),66
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),521
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),24
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),23
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),18821
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),35865
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),14734
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),668793
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),111524
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Céljuttatás projektprémium K (3),40148
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),1272
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Végkielégítés K (5),6795
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),4021
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),36969
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),4312
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Egyéb költségtérítések K (10),1123
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Lakhatási támogatások K (11),1259
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),806
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),16353
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Választott tisztségviselők juttatásai K (16),51460
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),18751
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),44752
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),230833
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből rehabilitációs hozzájárulás K (23),10127
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),16827
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),1128
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),9851
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),9419
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),30622
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),81906
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),9969
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),29810
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),6112
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),39119
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),73459
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),273976
Dologi kiadások (60),48 - Kiküldetések reklám és propagandakiadások (48),Kiküldetések kiadásai K (46),100
Dologi kiadások (60),48 - Kiküldetések reklám és propagandakiadások (48),Reklám és propagandakiadások K (47),29038
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),119766
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Fizetendő általános forgalmi adó K (50),14348
Különféle befizetések és egyéb dologi kiadások (59),54 - Egyéb pénzügyi műveletek kiadásai (54),ebből valuta deviza eszközök realizált árfolyamvesztesége K (55),1637
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),38651
